-22.00601380437369;-47.89843791379851;2.0
-22.006012184691958;-47.89845167232351;2.0
-22.006008765363855;-47.898484130815596;2.0
-22.006009845151677;-47.89852153074976;2.0
-22.00602451226959;-47.89855398924185;2.0
-22.006061584984803;-47.898574723920376;2.0
-22.006123132890636;-47.89858373478534;2.0
-22.006195748621646;-47.8985830565482;2.0
-22.00625936612081;-47.89857268920893;2.0
-22.00630336747454;-47.898552632767554;2.0
-22.00632784266517;-47.89852288722406;2.0
-22.00633891049034;-47.898485874853975;2.0
-22.006340890101345;-47.89844644020837;2.0
-22.006338460578746;-47.89840700556276;2.0
-22.00633594107383;-47.89836757091715;2.0
-22.006337920684835;-47.898330558547066;2.0
-22.00634898851001;-47.89830061922153;2.0
-22.006373463700633;-47.89828036899811;2.0
-22.00641152622135;-47.89826990476782;2.0
-22.006454087857986;-47.89826903274864;2.0
-22.006496739476944;-47.89827814050462;2.0
-22.006536241714752;-47.89830216947787;2.0
-22.00656818543781;-47.89834073210429;2.0
-22.006591130929024;-47.898384042390745;2.0
-22.006605078188386;-47.89842027963266;2.0
-22.006609847251266;-47.89843481328583;2.0
